contigs	predictions	scores
k79_12549	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;0.99997;0.99994;0.99992
k79_48950	2;1783272	0.9807;0.72142
k79_275	2;1239;186801;186802;216572;2892396;2714355	0.99994;0.99557;0.99528;0.99439;0.99439;0.92692;0.92692
k79_61209	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_276	2;976;200643;171549;815;909656;821	0.99988;0.96026;0.96024;0.96024;0.95248;0.75061;0.75061
k79_283	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99018
k79_85619	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_284	2;976;200643;171549;815;816;46506;449673	1.0;1.0;1.0;1.0;1.0;1.0;0.99988;0.99988
k79_73366	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99973
k79_36923	2;1239;186801;186802;216572;2892397;2714358	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999
k79_12570	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_24667	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99999;0.99997;0.96879;0.96879
k79_36933	2;1239;186801;3085636;186803;207244;649756;649757	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_24668	2;976;200643;171549;815;816;817;295405	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_36934	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99977;0.99977;0.80009
k79_286	2;976;200643;171549;815;816;820;997890	1.0;0.99988;0.99988;0.99988;0.99988;0.99988;0.99978;0.99978
k79_12578	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99999;0.99982;0.99982;0.99982;0.99982;0.99982
k79_48970	2;1239;186801;3085636;186803;1506553;29347	1.0;0.99866;0.99665;0.99664;0.99664;0.88417;0.88417
k79_85623	2;1239;186801;3085636;186803;841;301301	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99997
k79_288	2;1239;186801;3085636;186803;841;301301	0.99994;0.99993;0.99992;0.99534;0.99534;0.59539;0.58372
k79_85631	2;1239;186801;186802;216572;1263;2831966	1.0;1.0;1.0;1.0;1.0;1.0;0.99913
k79_24674	2;976;200643;171549;815;816;47678;997873	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99995;0.99995
k79_85633	2;1239;186801;186802;216572;216851;2929494	1.0;0.99933;0.99922;0.9949;0.99133;0.98891;0.94667
k79_24680	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;0.99991;0.99991;0.99856;0.99856
k79_61227	2;976;200643;171549;171552;2974251;165179	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_24681	2;976;200643;171549;2005525;375288;823;999416	1.0;0.99602;0.99594;0.99594;0.99593;0.99593;0.99593;0.99593
k79_48985	2;1224;1236;91347;543;568988;3077956	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_12581	2;1239;186801;186802;216572;1263;1160721	0.97376;0.97253;0.9724;0.97239;0.97237;0.97237;0.97036
k79_61230	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73399	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_36959	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.97197
k79_48988	2;1783272	0.99981;0.99954
k79_300	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73401	2;976;200643;171549;815;816	0.99996;0.99983;0.99809;0.99761;0.97386;0.54204
k79_12591	2;1239;526524;526525;2810280;2678885;1982626	0.99997;0.99997;0.99991;0.99991;0.99988;0.99988;0.99988
k79_85635	2;1239;526524;526525;2810280;2678885;1982626	0.98236;0.97968;0.97869;0.97869;0.97868;0.97868;0.97868
k79_12595	2;1239;186801;3085636;186803;1766253;39491;657318	0.99073;0.98949;0.98534;0.98255;0.98254;0.97228;0.97228;0.66524
k79_73410	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85638	2;976;200643;171549;2005525;375288;2951805	1.0;0.99989;0.99989;0.99989;0.99989;0.99989;0.99989
k79_12602	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73417	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99998;0.99998;0.99998;0.99998;0.99977;0.99977;0.73594
k79_12605	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73418	131567	0.9964
k79_85654	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_316	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_73434	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_36985	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85663	2;976;200643;171549;815;909656;387090	1.0;0.99999;0.99999;0.99999;0.99933;0.99923;0.99918
k79_61241	2;976;200643;171549;815;816;817;997879	1.0;1.0;1.0;1.0;0.99957;0.99943;0.999;0.99899
k79_12638	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.9997;0.9997;0.9997;0.9997;0.9997
k79_85665	2;74201;203494;48461;1647988;239934;239935	1.0;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999
k79_61243	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_24709	2;1239;186801;186802;216572;1263;2608920	0.99999;0.99998;0.99998;0.99954;0.99952;0.9993;0.99925
k79_61244	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99968;0.99968
k79_24714	2;976;1853228;1853229;563835;379899;577386	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_36989	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85671	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_73458	2;1239;186801;186802;31979;1485;182773	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61251	2;1239;186801;3082720;186804;214904;2925782	0.99702;0.99573;0.99181;0.95425;0.95423;0.94763;0.94763
k79_12650	2;976;200643;171549;815;816;817;997879	1.0;1.0;1.0;1.0;0.99993;0.99983;0.99964;0.99952
k79_37008	2;976;200643;171549;815;816;818	1.0;1.0;0.99998;0.99998;0.99997;0.99906;0.99432
k79_85683	2;1239;186801;186802;216572;1263;2608920	0.99995;0.99626;0.99032;0.98822;0.81641;0.81616;0.81615
k79_49024	2	0.98392
k79_332	2;1239;186801;3085636;186803;1506553;29347	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85689	2;74201;203494;48461;1647988;239934;239935	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37018	2;976;200643;171549;815;909656;821	1.0;0.97848;0.97847;0.97847;0.67507;0.65694;0.65488
k79_49034	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;0.99995;0.99995;0.99995;0.99995
k79_12667	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37020	2;200940;3031449;213115;194924;2035811;463192	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49047	2;976;768503;768507;563798;246875;2641541	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73484	2;1239;91061;186826;1300;1301;315405	1.0;0.99954;0.95321;0.95315;0.95302;0.95302;0.95301
k79_24770	2;1239;186801;186802;186806;33951;52694	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_61259	2;1239;186801;3085636;186803;841;1261635	0.99922;0.99855;0.99845;0.99839;0.99839;0.68874;0.66469
k79_73488	2;976;200643;171549;815;816;162156	1.0;1.0;1.0;1.0;0.99999;0.99995;0.99968
k79_73494	2;976;200643;171549;815;816;820;997890	1.0;0.99956;0.99956;0.99956;0.9995;0.9995;0.99934;0.99934
k79_73495	2;1239;909932;1843488;909930;33024;33025	1.0;0.99909;0.9988;0.99879;0.99879;0.99879;0.99879
k79_61268	2;976;200643;171549;815;816;162156	1.0;0.99996;0.99996;0.99996;0.99996;0.99996;0.99996
k79_85695	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37040	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73505	2;1239;186801;3085636;186803;841;166486;657315	1.0;0.99984;0.99983;0.99981;0.99981;0.99903;0.99902;0.89533
k79_24791	2;976;200643;171549;815;909656;821	0.99998;0.75408;0.75407;0.75406;0.74124;0.7252;0.72519
k79_350	2;976;200643;171549;815;816;477666	0.99856;0.94329;0.94323;0.9432;0.90294;0.89792;0.84584
k79_85705	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99399;0.99399
k79_73512	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.99793;0.83937;0.83937;0.83936;0.83936;0.83936
k79_73513	2;1239;186801;186802;216572;1263;1160721	0.99998;0.99547;0.99436;0.99024;0.99015;0.98978;0.92263
k79_61276	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_73514	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37057	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.9999;0.99989;0.99989;0.99985;0.99985;0.99985
k79_49050	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99999;0.99998;0.99998;0.99998
k79_12713	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_37064	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73525	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.99998;0.99996;0.99996;0.99996;0.99996;0.99996
k79_61297	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85734	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37072	2;1239;186801;3085636;186803;207244;649756;649757	0.99998;0.99593;0.99134;0.99119;0.99119;0.98892;0.98892;0.98892
k79_24814	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99997;0.99997;0.99994;0.99994;0.99994
k79_73533	2;976;200643;171549;815;816;820;997890	1.0;0.99998;0.99988;0.99988;0.99986;0.99983;0.99833;0.99833
k79_61313	2;32066;203490;203491;203492;848;76857	0.99999;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999
k79_73545	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_49062	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_85757	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85758	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99999;0.99989;0.99989;0.99989;0.99989;0.99989
k79_357	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_61332	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_12740	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_364	2;976;200643;171549;815;909656;376805;667015	1.0;1.0;1.0;1.0;1.0;0.99988;0.99969;0.99969
k79_37115	2;1239;186801;3085636;186803;830;831	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37116	2;976;200643;171549;815;909656;821	1.0;0.89234;0.89233;0.89225;0.86425;0.86336;0.85743
k79_37117	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61338	2;1239;186801;186802;216572;244127;169435	1.0;0.99999;0.99995;0.99984;0.99984;0.99825;0.99825
k79_49067	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37118	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99999;0.99999;0.99999;0.99999;0.99962;0.99962;0.99962
k79_85784	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99981;0.99977;0.99977
k79_61340	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.99997;0.99882;0.99882;0.99824;0.99823;0.99823
k79_24820	2;1239;91061;1385;90964;1279;1282	1.0;1.0;0.99993;0.99993;0.99993;0.99993;0.99993
k79_24823	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99493
k79_37126	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99998;0.99998;0.99998;0.99998;0.99998
k79_73557	2;1239;186801;186802;216572;1263;1160721	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99902
k79_24828	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_61362	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73560	2;976;200643;171549;171551;1159323;1243007	1.0;1.0;0.99999;0.99999;0.99988;0.99988;0.99988
k79_24835	2;976;200643;171549;2005525;375288;823;999416	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_73565	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85791	2;1224;1236;2887326;468;497;196806	1.0;0.99983;0.99983;0.99983;0.99983;0.99983;0.99983
k79_49095	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_85796	2;1239;526524;526525;2810280;2678885;1982626	0.99992;0.99992;0.99991;0.99991;0.99973;0.99972;0.99972
k79_73577	2;976;200643;171549;815;816;818	0.99256;0.87205;0.79353;0.79353;0.66657;0.66654;0.6331
k79_12765	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61394	2;1239;186801;186802;216572;216851;3030639	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_12766	2;1239;186801;3085636;186803;572511;2779518	1.0;0.99112;0.92009;0.80117;0.80117;0.74859;0.68212
k79_37166	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85802	2;976;117743;200644;49546;237;907046	0.99869;0.99814;0.99814;0.99814;0.99814;0.99814;0.99814
k79_49105	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_384	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.90913
k79_61395	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_24843	2;1239;186801;3085636;186803;207244;649756;649757	1.0;0.99999;0.9887;0.98869;0.98869;0.98869;0.98869;0.98869
k79_12773	2;976;200643;171549;815;816;28116	1.0;0.99963;0.99963;0.99963;0.99961;0.99961;0.99545
k79_24845	2;1239;186801;3085636;186803;1766253;39491	0.99738;0.99074;0.98105;0.91384;0.91382;0.60361;0.60361
k79_24846	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.77591
k79_85808	2;976;200643;171549;815;816;2755405	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99998
k79_73603	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99995;0.99855;0.99715
k79_61406	2;1239;186801;186802;31979;1155385;3036945	1.0;1.0;1.0;0.99979;0.99978;0.99978;0.99978
k79_37170	2759;7711;40674;9443;9604;9605;9606	0.99984;0.99984;0.99984;0.99984;0.99984;0.99984;0.99984
k79_24853	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_85814	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37172	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_61415	2;1239;91061;1385;186818;1372;192421	1.0;0.99999;0.99997;0.99997;0.99997;0.99997;0.99997
k79_24857	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99992;0.99991;0.99991
k79_402	2157;28890;183925;2158;2159;2172;2173;420247	0.99997;0.99997;0.99997;0.99997;0.99997;0.99997;0.99994;0.99994
k79_24858	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_85818	2;1239;186801;186802;31979;1485;1501;86416	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99998;0.99998
k79_37180	2;976;200643;171549;815;816;291645	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_73608	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;1.0;1.0;1.0;0.99956;0.99956
k79_85819	2;74201;203494;48461;1647988;239934;239935	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_24864	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_37183	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_413	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99568
k79_37185	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49122	2;1239;186801;3085636;186803;572511;1796616	1.0;1.0;0.99996;0.99995;0.99995;0.99993;0.99993
k79_73617	2157;28890;183925;2158;2159;2172;2173;420247	0.99991;0.99991;0.99991;0.99991;0.99991;0.99991;0.99982;0.99982
k79_49125	2;1239;186801;186802;216572;1263	0.99972;0.91912;0.89323;0.61056;0.61053;0.59782
k79_421	2;1239;186801;3085636;186803;1766253;39491;657318	0.99999;0.85909;0.85902;0.85471;0.85471;0.7788;0.7788;0.50939
k79_24876	2;1239;526524;526525;2810280;2678885;1982626	0.99995;0.99995;0.99995;0.99995;0.99995;0.99995;0.99995
k79_49126	2;976;200643;171549;815;816;818	1.0;0.9999;0.9999;0.9999;0.9999;0.9999;0.99989
k79_61422	2;1239;186801;3085636;186803;207244;649756;649757	1.0;0.99973;0.99967;0.99907;0.99907;0.99885;0.99885;0.99885
k79_49131	2;1239;186801;186802;216572;216851	0.99998;0.99538;0.99453;0.96744;0.96616;0.51341
k79_49132	2;1239;186801;186802;216572;1263;1160721	0.99998;0.99954;0.99117;0.99107;0.99106;0.99104;0.99103
k79_49137	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99886
k79_73618	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85851	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99994;0.99994;0.99994;0.99985;0.99985;0.99985
k79_440	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49150	2;1239;186801;186802;216572;216851;411483	1.0;0.93902;0.93417;0.9317;0.9317;0.93168;0.92778
k79_443	2;1239;91061;1385;186817;400634;2936682	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_455	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99986;0.99986
k79_61452	2;1239;186801;186802;216572;1263;657323	1.0;0.99998;0.99998;0.99991;0.99991;0.99991;0.99991
k79_37233	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_24896	2;1239;526524;526525;2810280;2678885;1982626	0.99997;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_37234	2;1239;186801;186802;216572;1263;2564099	0.99998;0.99367;0.99348;0.9871;0.98697;0.98696;0.70611
k79_467	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99997;0.99997;0.99997
k79_61460	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.9999;0.9999;0.93661
k79_24904	2;976;200643;171549;2005525;375288;46503	0.98826;0.89607;0.88903;0.88903;0.87759;0.87759;0.87741
k79_49174	2157;28890;183925;2158;2159;2172;2173;420247	0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99957;0.99957
k79_24909	2;1239;91061;1385;186817;1386;1396;526969	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_85856	131567	0.99999
k79_73672	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73679	2;976;200643;171549;815;909656;821	1.0;0.99802;0.99486;0.99486;0.96482;0.8662;0.86613
k79_73681	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99994;0.99993;0.99444;0.99444
k79_24930	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49177	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_491	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85873	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;0.99999;0.99829;0.99829;0.9779;0.9779;0.97303
k79_73682	2;1239;186801;186802;216572;1263;2608920	0.99962;0.98169;0.78787;0.71144;0.6951;0.69313;0.69284
k79_85874	2;1224;28211;356;82115;357;2735528	0.99999;0.78958;0.78958;0.78958;0.78958;0.78958;0.78958
k79_12846	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_85877	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_12847	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73686	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_37267	2;976;200643;171549;815;909656;821	1.0;0.99276;0.99276;0.99276;0.99276;0.99275;0.99275
k79_85881	2;1239;186801;3085636;186803;207244;649756;649757	0.99989;0.99283;0.98694;0.91203;0.91203;0.91074;0.91074;0.91074
k79_498	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99833;0.99833;0.99833
k79_37269	2;1239;91061;186826;33958;2767887;1622	1.0;0.99997;0.99996;0.99996;0.99996;0.99996;0.99996
k79_24942	2;976;200643;171549;815;909656;821	1.0;0.99905;0.99904;0.99904;0.99737;0.97975;0.97971
k79_49191	131567	0.70107
k79_85883	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99999;0.99999;0.99999;0.99999;0.99997;0.99997;0.99818
k79_499	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.98522
k79_61497	2;1239;186801;186802;216572;216851;411483	1.0;0.99891;0.99837;0.99835;0.99835;0.99828;0.99827
k79_37279	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_504	2;1239;186801;186802;216572;1263;2608920	0.99992;0.97239;0.97136;0.97135;0.97135;0.97135;0.97135
k79_24950	2;1239;91061;1385;186817;2800373;86664	0.99968;0.99968;0.9996;0.9996;0.9996;0.9996;0.9996
k79_24951	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_12871	2;1239;909932;909929;1843490;2375;307249	0.99985;0.99341;0.67804;0.67785;0.67785;0.67785;0.67785
k79_49207	2;29547;3031852;213849;2808963;2321111;28198;1032071	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_49209	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99998;0.99998;0.99998;0.99998;0.99996;0.99992;0.99992
k79_511	2;1239;186801;186802;216572;459786;2109687	1.0;0.98004;0.97853;0.97712;0.97711;0.86467;0.86462
k79_73720	2;1239;186801;3085636;186803;248744;168384;478749	1.0;1.0;1.0;0.99953;0.99953;0.99947;0.99947;0.99947
k79_37281	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;0.99999;0.99999;0.99346;0.99345
k79_37282	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99994;0.99994;0.99967
k79_73722	2;1239;186801;3082720;3118655;44259;143361;546269	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49221	2;1239;186801;3085636;186803;33042;410072	1.0;0.99997;0.99996;0.99971;0.99971;0.99808;0.99808
k79_85899	2;1239;186801;3085636;186803;841	0.9986;0.99848;0.99847;0.99823;0.99823;0.70071
k79_523	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61529	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9997
k79_49226	2;976;200643;171549;815;816;818	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37286	2;1239;186801;3085636;186803;2316020;33039;657313	0.99967;0.99857;0.99806;0.99542;0.99542;0.76901;0.7678;0.7678
k79_24977	2;1239;186801;186802;216572;216851;2929488	1.0;0.99998;0.99997;0.99964;0.99246;0.9918;0.56888
k79_12880	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99933;0.99933;0.99926
k79_37289	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_530	2;976;200643;171549;815;816;820;997890	1.0;0.99995;0.99994;0.99994;0.99961;0.98871;0.97423;0.97423
k79_37290	2;1239;186801;186802;216572;459786;2109687	1.0;1.0;0.99987;0.99987;0.99987;0.99987;0.99987
k79_49234	2;1239;526524;526525;2810280;2678885;1982626	0.99919;0.99544;0.9939;0.9939;0.99389;0.99389;0.99389
k79_61538	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99936
k79_531	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_37292	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
